1134 5451
24 296 17061
24 297 25254
24 112 49830
25 26 33449
25 227 8873
25 39 41642
25 287 8877
25 265 25261
25 298 17069
25 299 49838
25 300 688
25 301 690
25 62 33458
25 302 41651
25 126 8884
25 60 33465
25 303 49853
25 238 25280
27 95 707
27 238 710
27 304 41671
27 235 17095
27 70 33479
27 186 8904
27 232 49864
27 230 17097
27 38 714
27 305 49868
27 86 33486
27 275 33487
27 306 17108
27 307 49878
28 34 33494
28 233 17112
28 182 730
28 308 25308
28 309 49884
28 280 17117
29 310 8926
29 311 736
29 312 41696
29 313 33507
29 314 744
29 147 49896
29 315 8937
29 316 25321
30 317 8938
30 318 49898
30 319 17131
30 320 41708
30 321 751
30 322 41712
30 323 25329
30 324 49906
30 49 33524
30 325 757
30 326 8952
30 178 33531
30 34 49916
30 196 17149
30 327 41725
30 328 8958
30 218 41727
30 200 8960
30 211 49921
30 194 770
30 201 774
31 329 25351
31 45 778
31 330 49932
31 259 25356
31 251 781
31 104 41742
31 331 33552
31 202 784
31 157 25362
31 332 787
31 333 17177
31 334 8986
31 54 8987
31 335 49948
31 336 799
31 245 805
31 337 33574
31 338 8999
31 339 25384
31 340 49961
31 241 49964
32 341 49965
33 34 25391
33 120 17200
33 169 49968
34 308 49970
34 108 819
34 342 17204
34 343 9014
34 182 17209
34 55 25401
34 70 33593
38 344 41787
38 345 17211
38 51 25406
38 270 49982
38 237 9022
38 231 9024
38 233 33603
38 346 17222
38 347 33606
38 275 33607
38 348 9032
38 241 25416
38 254 9034
38 349 25421
38 350 25424
38 351 33617
38 352 17236
38 330 33620
38 353 41813
39 354 33625
39 46 33626
39 227 9050
39 52 17242
39 105 33630
39 250 862
39 313 41822
39 42 17247
39 245 17249
39 240 9058
39 246 9059
39 43 869
39 355 41831
39 356 9065
39 357 33641
39 314 41834
39 332 41835
39 358 25455
39 107 25456
39 41 17264
39 45 33649
39 265 9074
39 50 9075
40 359 41847
40 54 17271
40 55 888
40 336 25466
40 268 9082
40 354 41852
40 293 41854
40 360 33665
40 46 25476
40 361 41862
40 56 25482
40 362 9098
40 363 41870
40 364 41872
40 49 33680
40 47 25489
40 42 9105
40 365 25491
40 355 33683
40 105 17303
40 157 922
40 58 33691
40 203 9117
40 366 925
40 367 41886
41 354 9119
41 353 25504
41 87 41889
41 368 9121
41 245 25508
41 262 934
41 260 935
41 358 937
41 134 9133
41 270 33711
41 54 25519
41 369 17327
41 250 945
41 370 9137
41 371 25521
41 210 17332
41 194 41908
41 50 25526
41 372 952
41 135 25529
41 246 17337
41 332 17338
41 103 17339
41 51 9148
41 373 41916
41 62 33725
41 48 17347
41 46 9155
41 374 9157
41 106 17352
41 94 25546
41 375 17354
41 238 9165
41 376 974
41 377 33743
41 334 975
41 247 25551
41 378 25556
41 379 33749
41 355 41943
41 47 25563
41 191 17372
41 235 990
42 303 9184
42 380 25569
42 381 995
42 105 9189
42 382 25574
42 372 9194
42 271 33770
42 383 1003
42 384 25579
42 385 9197
42 386 17390
42 387 41967
42 356 9201
42 388 17393
42 389 1012
42 50 1014
42 390 33782
42 391 25591
42 314 25594
42 392 41979
42 104 17404
42 245 1021
42 333 17405
42 393 9214
42 332 25602
42 44 41986
42 394 1027
42 378 17412
42 395 25609
42 396 1034
42 397 25611
42 337 41996
42 355 41997
42 398 33805
42 354 42000
42 45 9233
42 134 17426
42 335 25619
42 157 9236
42 399 42004
42 400 33817
42 338 17433
42 401 25627
42 84 17438
42 402 33822
42 403 25631
42 404 17441
43 269 1060
43 46 9252
43 405 33829
43 282 33835
43 230 25646
43 240 9262
44 341 1072
44 406 42035
44 407 9269
44 408 33846
44 332 42038
44 409 9272
44 410 25657
44 386 9274
44 411 17466
44 412 1083
44 135 25660
44 52 25661
44 383 9277
44 413 33854
44 414 33857
45 415 42050
45 399 42051
45 73 33860
45 333 25668
45 416 17476
45 355 1093
45 417 33861
45 418 25671
45 251 42057
45 419 33868
45 227 42062
45 420 9294
45 421 42064
45 50 9298
45 422 1108
45 54 33878
45 191 33879
45 423 1114
45 362 25690
45 424 9310
45 349 17506
45 425 33890
45 133 42083
45 259 9317
46 59 42087
46 399 25704
46 72 42088
46 62 33898
46 58 17519
46 426 25713
46 354 1140
46 64 9333
46 57 17526
46 373 1144
46 71 9337
46 414 1146
46 69 42106
46 81 1147
46 66 33916
46 427 1149
46 282 42110
46 428 17536
46 429 9344
46 68 9347
46 351 33923
46 241 1158
46 430 17544
46 246 1161
46 431 33931
46 52 17549
46 432 33933
46 48 9358
47 433 1166
47 337 25746
47 104 42132
48 296 33940
48 332 17558
48 434 25750
48 367 17565
49 54 25757
49 76 25759
49 185 17569
49 269 42147
49 344 25763
49 241 42148
49 92 33959
49 303 42151
49 328 25768
49 206 9386
49 435 17578
49 55 33962
49 293 9387
49 436 9388
49 105 33964
49 116 9389
49 390 1200
49 437 42161
49 128 9395
49 361 25782
49 79 42168
49 201 1208
49 274 33980
49 317 25788
49 321 9408
49 327 17603
49 438 42181
49 439 9413
49 213 17607
49 202 33992
49 440 42187
49 325 1229
49 322 42190
49 441 9425
49 56 25810
49 442 34002
49 363 9428
50 259 1236
50 368 42199
50 52 17624
50 228 1241
50 81 9435
50 241 25820
50 354 1244
50 443 42208
50 444 17632
50 191 25824
50 245 1254
50 324 25831
50 367 17641
50 338 42218
50 271 9452
50 314 9453
50 404 42224
50 333 34034
51 445 17651
51 446 9459
51 105 9460
51 56 9462
51 447 42232
51 354 42233
51 353 25849
51 54 42235
51 448 25851
51 449 9470
51 368 42238
51 278 17664
51 366 34048
51 450 1281
51 338 9473
51 257 9474
51 451 42245
51 340 25868
51 269 9485
52 452 34062
52 453 17679
52 228 1297
52 241 34066
52 81 9490
52 351 25875
52 269 9492
52 182 1300
52 128 42261
52 454 25877
52 333 9493
52 133 42262
52 365 9495
52 340 1303
52 254 9496
52 455 42264
52 456 1305
52 146 1307
52 457 42269
52 362 34078
52 367 42270
52 458 17697
52 157 34084
52 335 9510
52 248 9511
52 135 34090
52 316 1322
52 459 17706
52 402 42283
52 287 1325
52 460 34094
52 413 25903
52 461 1327
53 72 9525
54 187 42294
54 124 9526
54 87 9527
54 183 34107
54 354 17724
54 189 1343
54 268 9536
54 454 34114
54 346 17732
54 76 42308
54 329 1351
54 331 25931
54 185 34125
54 462 42320
54 378 42322
54 463 1362
54 333 34131
54 464 9556
54 316 42324
54 465 34136
54 191 42329
54 466 9563
54 467 34140
55 468 34142
55 360 9567
55 105 42338
55 259 1379
55 317 9572
55 469 34149
55 324 34150
55 201 1383
55 56 42344
55 128 17769
56 470 17770
56 335 17772
56 251 17776
56 392 1393
56 332 34163
56 471 25971
56 360 1398
56 364 17784
56 327 17785
56 472 34169
56 289 25978
56 207 42364
56 202 25981
56 196 17791
56 473 9599
56 212 42368
56 213 9600
56 390 34180
56 293 1416
56 201 25992
56 128 17801
56 194 34186
56 437 42379
56 105 25995
56 133 25997
56 474 34191
56 210 17808
56 77 9619
56 214 17812
57 62 34199
57 58 9623
57 475 42392
57 65 9625
57 476 9626
57 477 1435
57 478 42396
57 479 9628
57 480 9629
57 59 26014
57 282 9634
57 69 42402
57 426 1445
57 72 17830
57 481 34217
57 64 17834
57 66 34218
57 373 17835
57 482 9646
57 483 17841
57 484 17842
57 485 1459
57 420 1460
57 486 42421
57 231 17849
57 487 17850
58 72 9659
58 59 34239
58 64 17856
58 66 17857
58 69 1474
58 488 42437
58 62 34246
58 426 1479
58 282 26055
58 373 34249
58 192 34250
58 286 26060
58 351 1484
58 393 34252
58 489 9679
58 67 1490
58 490 42450
58 491 1491
58 255 34264
58 439 26075
58 492 42461
58 493 9695
58 206 17889
58 494 34274
58 124 1506
58 107 17890
58 495 34275
58 112 34277
59 64 17893
59 66 42473
59 71 17897
59 69 1516
59 282 9711
59 62 34289
59 426 17907
59 72 26103
59 430 34299
59 496 1532
59 497 9727
59 498 42495
59 256 26113
59 499 1539
60 485 9732
61 470 26118
61 64 1544
61 244 1547
61 500 26124
61 68 42511
61 132 9744
61 501 42516
61 485 1556
61 502 9749
62 503 1558
62 63 9752
62 64 26137
62 504 34331
62 373 17949
62 341 9759
62 505 34337
62 371 17956
62 140 1573
62 185 26152
62 145 1576
62 267 26156
62 150 17966
62 203 34352
62 72 26162
62 71 26164
62 66 17972
62 476 9786
62 67 17980
63 427 9791
63 506 26175
63 507 26177
63 508 34369
63 150 17989
63 71 34374
63 509 26185
63 476 42572
64 485 42573
64 65 9805
64 68 1615
64 90 42577
64 506 1620
64 282 34389
64 510 18006
64 69 1623
64 72 34391
64 483 42584
65 483 9818
65 68 42587
65 485 1627
65 282 1629
65 510 9823
65 430 42593
65 90 9826
65 477 9831
65 475 18025
65 511 1650
65 512 18035
65 513 1652
65 476 18037
65 481 18041
65 514 26234
66 316 34427
66 515 1660
66 368 9853
66 69 34430
66 71 26238
66 282 18046
66 426 42623
66 72 26240
67 430 42625
67 516 34435
67 485 1667
67 286 1670
67 282 34442
67 238 18058
67 490 42635
67 491 26251
67 517 9868
67 518 18061
67 519 26256
68 470 26258
68 500 9878
68 485 18071
68 510 34455
68 430 26263
68 90 26267
68 282 1692
68 520 34462
68 511 9886
68 69 1694
68 373 1695
69 444 26273
69 506 42660
69 521 18085
69 522 42662
69 523 34473
69 524 9897
69 525 34475
69 426 42668
69 72 26284
69 526 1709
69 527 34479
69 432 1712
69 509 42672
69 90 9905
69 528 26290
69 362 34488
69 466 42681
69 349 1722
69 219 18107
69 529 18109
69 500 26302
70 530 1727
70 233 1729
70 108 18114
70 239 42690
70 444 1734
70 330 9928
70 82 42697
70 531 1738
70 117 34507
70 280 1739
70 169 42700
70 355 18124
70 182 42702
70 492 34514
70 532 18130
70 495 9939
70 170 18133
71 508 34518
71 233 9944
71 427 18140
71 429 9948
71 134 26333
71 533 9951
71 511 26336
72 534 1760
72 426 34531
72 535 1763
72 536 1765
72 537 42726
72 369 26343
72 507 42728
72 285 1768
72 538 34538
72 500 9963
72 539 18162
72 511 34546
72 540 18165
72 282 42742
72 339 1784
72 455 9976
72 353 34552
72 396 26363
72 541 9980
72 373 18177
72 542 34562
72 268 18179
72 351 9991
72 140 26375
72 423 42760
72 510 18184
72 356 26377
73 420 1802
73 376 42765
73 543 18191
73 133 1808
73 544 42769
73 467 1811
73 270 42771
73 447 10004
73 528 18197
73 260 1813
73 545 34582
73 546 42774
73 89 18198
73 378 26392
73 413 1817
73 422 34586
73 547 42779
73 548 18213
74 233 42789
74 134 26406
74 254 10023
74 549 1836
74 466 26413
74 504 18222
74 550 34607
74 287 34608
74 551 26418
74 552 42805
74 194 18230
74 206 10041
74 196 26425
74 128 26426
74 505 34619
74 553 1852
74 186 34622
74 101 42815
74 554 42816
74 555 18242
75 556 42819
75 557 34628
75 354 34630
75 558 10055
75 152 10058
75 559 1867
75 468 34637
75 560 26447
75 267 26448
75 148 18256
75 561 42834
76 183 10066
76 187 1877
76 185 26453
76 553 1878
76 84 18263
76 562 42839
76 189 42841
76 396 34652
76 267 26461
76 147 18269
76 117 42850
76 105 26466
76 316 10083
76 269 42851
76 563 1892
76 564 34662
76 565 18284
76 566 18285
76 190 34673
76 567 1906
76 568 34677
76 467 42873
76 150 1914
76 466 42874
76 462 10110
76 233 1918
76 186 10111
76 569 26495
76 124 26496
76 341 26497
76 570 18305
76 80 10116
76 119 1926
76 571 1927
76 572 18312
76 573 18313
76 352 42889
77 420 42890
77 147 10123
77 574 1935
77 323 34705
77 196 26514
78 333 34707
78 183 1942
78 113 10136
78 181 18329
78 176 26527
78 162 26528
78 197 18338
78 161 34722
78 575 26531
78 120 18341
78 121 26534
79 576 10151
79 128 26538
79 133 34732
79 136 26540
79 322 18349
79 201 10158
79 336 42927
79 105 1968
79 400 10160
79 577 42930
80 184 10162
80 578 10163
80 269 34742
80 579 42935
80 580 10168
80 581 42937
80 582 10172
80 116 10174
80 85 18366
80 401 26562
80 400 42948
80 577 34758
80 105 10183
80 176 34759
80 583 1992
80 127 18376
80 274 26569
80 584 34763
80 194 18380
80 361 10188
80 120 18383
80 161 18389
81 228 34774
81 134 42967
81 585 34777
81 452 2010
81 241 10202
81 586 26587
81 155 34780
81 587 18398
81 333 10207
81 454 18399
81 460 18400
81 554 10209
81 588 2018
81 308 34789
81 260 2023
81 94 34792
81 243 34793
81 405 10217
81 204 10222
82 234 26608
82 306 42992
82 233 42994
82 180 26610
82 269 18418
82 237 18420
82 94 26612
82 405 26613
82 182 2043
82 381 34812
82 275 26623
82 176 10241
82 113 26627
82 301 18442
82 520 43019
82 589 43023
82 460 43024
82 277 26641
82 201 43027
82 588 26644
83 590 34836
83 388 10261
83 239 10263
83 143 34839
83 243 18456
84 354 18459
84 141 18460
84 143 10271
84 332 43040
84 146 18467
84 591 10278
84 150 26663
84 140 10280
84 573 26665
84 153 2091
84 152 18480
85 398 34864
85 592 26673
85 593 18483
85 212 34867
85 128 43060
85 219 2100
85 594 43061
85 198 10295
85 595 18487
85 215 10296
85 193 26683
85 291 26684
85 328 26685
85 222 34878
85 205 2111
85 401 26689
85 130 34884
85 327 10309
85 518 34887
85 596 18503
86 429 43080
86 597 18504
86 598 34889
86 378 2124
86 233 34897
86 95 26706
86 454 26709
86 94 2133
87 183 43093
87 134 18518
87 567 34906
88 92 18523
88 599 26716
88 204 18526
88 219 34914
88 600 34919
88 518 10344
88 601 18537
88 193 10346
88 594 2154
88 198 26733
88 259 18542
89 454 43118
89 464 43119
89 93 26736
89 602 43121
89 603 18548
89 604 43124
90 427 2170
90 485 2174
90 282 26751
90 510 43137
90 430 26756
90 605 43140
90 606 26760
90 607 2186
90 507 10378
90 608 43146
90 396 43147
90 426 34955
90 604 26765
90 609 34957
90 610 26766
90 285 18576
90 603 2193
91 611 34961
91 256 10387
91 233 43157
91 612 18584
91 269 43163
91 613 2205
91 369 26782
91 614 34975
91 615 43168
91 444 2210
92 616 10403
92 617 43172
92 618 18596
92 201 26793
92 284 43179
92 619 18605
92 157 34989
92 620 34992
92 574 18609
92 259 18610
93 621 10420
93 454 18617
93 602 2234
93 189 18619
93 603 18620
93 622 35006
93 623 26815
93 624 18623
93 625 2240
93 465 18625
93 626 43202
93 627 43203
93 191 10436
93 628 35013
93 118 35014
93 629 18635
94 630 2252
94 99 10448
94 266 18642
94 631 35026
94 376 35027
94 632 18645
94 231 35030
94 351 10455
94 457 18647
94 137 10456
94 606 43226
94 633 18651
94 233 35039
94 568 26847
94 237 43233
94 131 10466
94 598 18658
94 597 2274
94 241 35045
95 454 2278
95 632 18670
96 376 35055
96 612 26864
96 100 10482
96 634 43253
96 610 2295
96 457 18679
98 635 26874
98 598 2298
98 636 35066
98 627 26876
99 135 35069
99 602 10494
99 189 43262
100 598 2303
101 265 43265
101 196 10498
101 271 18690
101 637 35077
101 582 43270
101 404 35079
101 132 18697
101 468 10506
101 638 35082
101 128 43275
101 554 2316
102 339 43277
102 370 10509
103 639 18702
103 246 10510
103 614 2319
104 154 2322
104 333 10517
104 135 10518
104 501 18712
104 404 26905
104 128 35097
104 201 2329
104 218 18714
104 640 2331
104 327 26908
104 105 18717
105 333 10527
105 545 43295
105 335 43298
105 183 35106
105 331 10535
105 420 18728
105 578 26920
105 414 10537
105 236 10538
105 468 43307
105 378 10540
105 227 18733
105 274 35119
105 439 18737
105 400 2353
105 390 10546
105 210 43315
105 446 10547
105 641 35125
105 200 18741
105 214 10550
105 204 26936
105 196 2360
105 206 18745
105 128 35130
105 642 18747
105 643 10555
105 644 43324
105 596 18751
105 645 26944
105 646 26945
105 198 26949
105 647 2378
105 284 26954
105 129 18763
105 203 18766
105 259 10574
105 116 35151
105 648 35154
105 213 10581
105 291 18774
105 205 26972
105 218 10588
105 649 2399
105 650 18788
105 651 43366
105 503 18792
105 251 10601
105 321 35178
105 202 35179
105 361 2413
105 201 35182
105 472 2416
105 217 10612
105 437 35188
105 216 2423
105 307 2424
106 538 2426
106 588 10619
106 425 35195
106 652 27003
106 653 2428
106 452 18813
106 654 27006
106 655 2431
106 656 35203
106 268 18820
106 415 18821
106 657 10629
106 458 27014
106 658 2439
106 134 2443
106 137 43406
106 358 35214
106 659 18831
106 339 43407
106 660 2447
106 661 10639
106 662 18832
106 663 35217
106 664 2450
106 391 35219
106 467 35221
106 665 43417
107 666 43421
107 667 18848
107 252 2466
107 182 10658
107 128 18851
107 200 27047
107 206 27048
107 263 2473
107 196 35243
107 668 10667
107 217 18859
108 120 43436
108 296 35244
110 117 35246
110 532 27056
110 569 18866
110 119 43442
110 669 10675
110 182 35252
110 124 43446
112 333 35255
112 271 43447
112 179 2488
112 670 18874
112 165 35260
112 280 18880
112 671 18882
112 163 2499
112 120 18884
112 168 10693
112 355 18888
112 114 43465
112 170 2505
112 181 35275
112 167 18893
113 134 27086
113 672 43470
113 176 35282
113 181 2514
113 124 35283
113 162 10708
113 168 35286
113 532 10711
113 120 18904
113 163 35292
114 669 27100
114 569 43487
114 117 35296
114 179 18912
115 454 10721
115 673 18914
115 224 35298
115 668 18920
115 225 10729
115 287 27118
115 255 2543
115 674 27119
115 367 18928
115 675 35313
116 470 18933
116 676 10741
116 677 35317
116 344 35323
116 678 27132
116 269 27133
116 468 27134
116 593 43519
116 127 10752
116 128 35328
116 274 10754
116 648 35332
116 446 27140
116 305 35333
116 390 43525
116 205 2565
116 679 10758
116 439 10759
116 194 35336
116 215 10760
116 213 27144
116 435 2569
116 642 18953
116 206 35337
116 210 2571
116 214 27148
116 307 43533
116 201 18957
116 289 10767
116 680 27151
116 681 10768
116 204 27154
116 198 10771
117 135 10777
117 185 2585
117 124 27162
117 569 18971
117 119 10781
117 167 2589
117 682 2590
117 133 10783
117 161 35362
117 532 18979
117 120 10788
118 683 2596
118 517 10789
118 441 27174
118 629 10792
118 205 27177
118 684 35370
118 469 27179
119 124 2604
119 169 27181
119 669 10798
119 569 18990
120 233 2607
120 332 10801
120 685 35378
120 569 27186
120 532 18995
120 166 43571
120 178 2612
120 168 18996
120 165 43574
120 182 2614
120 669 35383
120 174 10807
120 176 2616
120 169 2618
120 170 2619
120 161 27197
120 172 2624
120 163 43585
120 179 43587
120 181 10825
120 563 27211
120 297 35403
121 178 19021
121 163 35412
121 169 35413
121 563 43611
121 166 43614
121 174 35422
121 165 10847
121 172 10849
121 168 35427
122 429 35429
122 545 35431
122 686 43624
122 331 19049
122 329 2666
122 543 10859
122 252 19051
122 687 19052
122 688 43631
122 290 35441
122 355 19059
122 689 10872
122 287 27257
124 183 19066
124 176 35451
124 555 2683
124 690 43646
124 569 19070
124 691 35456
125 692 35461
125 137 27271
125 429 10888
125 329 2698
125 367 35467
125 287 43661
125 182 27277
125 255 10896
125 693 35473
125 694 2712
126 684 43672
127 647 35481
127 274 43673
127 594 10905
127 695 10906
127 696 43674
127 208 2719
127 446 2720
127 219 27300
127 649 2726
127 648 35495
127 199 43688
128 303 35497
128 137 19115
128 429 2731
128 231 27309
128 243 43693
128 206 2734
128 321 43695
128 194 10929
128 325 43700
128 293 43702
128 324 27318
128 680 2742
128 217 27323
128 439 35515
128 182 2752
128 435 35521
128 274 35522
128 196 35523
128 305 43716
128 207 10949
128 289 35528
128 201 2762
128 697 2764
129 641 27342
129 200 43730
129 643 43731
129 317 2771
130 468 27350
130 672 2774
130 698 19160
130 194 27352
130 327 27353
130 401 2777
130 205 35550
130 699 27358
130 437 10974
131 135 2784
131 611 27361
131 134 19170
131 297 10980
131 700 19172
131 701 27365
131 585 2790
131 330 27371
131 155 2796
131 536 43756
131 702 27372
131 460 43757
131 703 27378
131 234 35571
131 614 27381
131 481 43765
131 137 2806
131 704 43768
131 677 19192
132 244 2811
132 313 43772
132 470 35582
132 547 2814
132 501 11007
132 638 19200
132 617 27392
132 331 43777
132 259 27394
133 475 35586
133 565 11011
133 134 35588
133 282 35589
133 234 43783
133 213 27401
133 446 35594
134 585 35596
134 135 11020
134 155 2829
134 227 35599
134 338 2838
134 481 27416
134 705 43801
134 706 27418
134 691 35613
134 586 11041
134 351 43811
134 663 43812
134 368 19237
134 377 43814
134 240 19238
134 448 2857
134 140 11051
134 418 19243
134 314 35629
134 707 43824
134 372 27440
134 607 43828
134 708 19255
134 445 2871
134 487 35641
134 709 2876
134 254 43837
135 196 2878
135 394 27455
135 524 19268
135 606 2885
135 710 19269
135 387 2886
135 711 43848
135 311 19276
135 340 11085
135 598 2895
135 586 27472
135 568 27473
135 431 43863
135 712 43865
135 504 27482
135 397 43868
135 545 43871
135 467 35681
135 713 35684
135 714 11110
135 457 35686
135 148 19304
135 367 43880
135 480 19308
135 693 2925
135 184 19310
135 155 19311
135 715 11120
135 227 27505
135 332 2929
136 612 19314
136 565 27508
136 302 35700
136 716 43892
136 576 27509
136 717 43893
136 718 2934
136 313 27510
136 533 27511
136 213 2936
136 682 19320
137 711 19321
